GeoFips,GeoName,2017,2018,2019
25017,"Middlesex, MA",148868352,157570153,163832374
25019,"Nantucket, MA",1230542,1325827,1341023
25021,"Norfolk, MA",48048479,49153764,49858603
25023,"Plymouth, MA",22966794,23874731,23945878
25025,"Suffolk, MA",110675140,115432014,121032551
25027,"Worcester, MA",39122355,39918939,40294714
26001,"Alcona, MI",202633,207030,203951
26003,"Alger, MI",219908,222063,222713
26005,"Allegan, MI",3905280,4225600,4076546
26007,"Alpena, MI",981352,974225,976469
26009,"Antrim, MI",568785,540554,549958
26011,"Arenac, MI",394765,411562,407884
26013,"Baraga, MI",224312,224631,246496
26015,"Barry, MI",1411885,1448677,1491876
26017,"Bay, MI",3278728,3323459,3240660
26019,"Benzie, MI",462924,484250,477431
26021,"Berrien, MI",7095577,6998979,6832030
26023,"Branch, MI",1222564,1259021,1329477
26025,"Calhoun, MI",5803726,5862167,5845846
26027,"Cass, MI",969588,1015314,1036008
26029,"Charlevoix, MI",1106313,1140329,1102908
26031,"Cheboygan, MI",581236,594224,573688
26033,"Chippewa, MI",1021842,1025134,1018456
26035,"Clare, MI",919553,1063955,980822
26037,"Clinton, MI",2008719,2032690,1985877
26039,"Crawford, MI",369971,387676,389840
26041,"Delta, MI",1116550,1121257,1133913
26043,"Dickinson, MI",1182793,1210357,1209642
26045,"Eaton, MI",4737608,4769094,4755123
26047,"Emmet, MI",1562164,1574115,1593610
26049,"Genesee, MI",14417152,14816441,14924552
26051,"Gladwin, MI",415088,433576,454438
26053,"Gogebic, MI",411982,423856,427706
26055,"Grand Traverse, MI",4628704,4742180,4751080
26057,"Gratiot, MI",1205517,1264703,1225796
26059,"Hillsdale, MI",1427608,1449198,1404188
26061,"Houghton, MI",976832,1004338,1010979
26063,"Huron, MI",1505658,1461145,1366647
26065,"Ingham, MI",14710443,15091399,15266950
26067,"Ionia, MI",1460774,1424339,1564551
26069,"Iosco, MI",698403,719112,761070
26071,"Iron, MI",287323,292551,300251
26073,"Isabella, MI",2139540,2199148,2130052
26075,"Jackson, MI",5425126,5791930,6035348
26077,"Kalamazoo, MI",12337056,12667073,12734704
26079,"Kalkaska, MI",499963,527636,518146
26081,"Kent, MI",37485721,38699246,38783598
26083,"Keweenaw, MI",43755,43808,46691
26085,"Lake, MI",199802,214573,207535
26087,"Lapeer, MI",2031645,2094823,2074540
26089,"Leelanau, MI",684680,741635,740296
26091,"Lenawee, MI",2710406,2879829,2694299
26093,"Livingston, MI",6496436,6654894,6505086
26095,"Luce, MI",150785,145945,141689
26097,"Mackinac, MI",392947,389718,396321
26099,"Macomb, MI",36064804,36708450,35914052
26101,"Manistee, MI",763634,789596,784103
26103,"Marquette, MI",2645269,2632208,2664061
26105,"Mason, MI",959238,980528,943116
26107,"Mecosta, MI",1161986,1146588,1145045
26109,"Menominee, MI",680921,689965,696962
26111,"Midland, MI",4937903,5031139,4747069
26113,"Missaukee, MI",429981,417391,435867
26115,"Monroe, MI",5452531,5356409,5448244
26117,"Montcalm, MI",1473296,1503044,1472629
26119,"Montmorency, MI",276929,289216,274997
26121,"Muskegon, MI",5624380,5695324,5701513
26123,"Newaygo, MI",1275414,1310022,1309772
26125,"Oakland, MI",93976069,96474755,97010130
26127,"Oceana, MI",619697,646103,628565
26129,"Ogemaw, MI",504163,535746,511013
26131,"Ontonagon, MI",114212,114115,119361
26133,"Osceola, MI",664319,668228,693583
26135,"Oscoda, MI",183636,187804,197946
26137,"Otsego, MI",931869,954250,934865
26139,"Ottawa, MI",13161801,13496108,13249577
26141,"Presque Isle, MI",320658,309174,313852
26143,"Roscommon, MI",503456,516095,519295
26145,"Saginaw, MI",7363949,7590679,7732704
26147,"St. Clair, MI",4794437,4959313,4830186
26149,"St. Joseph, MI",1885086,1885119,1857701
26151,"Sanilac, MI",1219335,1244696,1138959
26153,"Schoolcraft, MI",264114,254761,259126
26155,"Shiawassee, MI",1543878,1540860,1539042
26157,"Tuscola, MI",1132214,1158029,1141575
26159,"Van Buren, MI",2695429,2627919,2641262
26161,"Washtenaw, MI",21789899,22352248,22929578
26163,"Wayne, MI",87092716,88263167,88105701
26165,"Wexford, MI",1128327,1159503,1203376
27001,"Aitkin, MN",429299,426133,444850
27003,"Anoka, MN",13699641,14295127,14449032
27005,"Becker, MN",1304432,1348690,1327508
27007,"Beltrami, MN",1530908,1614775,1637687
27009,"Benton, MN",1758681,1708920,1673672
27011,"Big Stone, MN",198699,186902,179291
27013,"Blue Earth, MN",3781324,3737691,3742998
27015,"Brown, MN",1442875,1486887,1390355
27017,"Carlton, MN",1187002,1180974,1183667
27019,"Carver, MN",4968696,5128012,5135867
27021,"Cass, MN",903865,932829,910489
27023,"Chippewa, MN",538659,524558,553040
27025,"Chisago, MN",1411764,1461401,1498517
27027,"Clay, MN",1802355,1818881,1861304
27029,"Clearwater, MN",277372,266174,262797
27031,"Cook, MN",233564,258198,236099
27033,"Cottonwood, MN",636265,649399,587435
27035,"Crow Wing, MN",2477604,2491908,2546761
27037,"Dakota, MN",24580549,26089802,25781155
27039,"Dodge, MN",683433,705708,733746
27041,"Douglas, MN",1804394,1797674,1821547
27043,"Faribault, MN",430014,430610,452986
27045,"Fillmore, MN",657212,609875,580689
27047,"Freeborn, MN",1158569,1127476,1167304
27049,"Goodhue, MN",2748052,2727938,2658926
27051,"Grant, MN",254509,255969,263664
27053,"Hennepin, MN",122233789,126028039,127237733
27055,"Houston, MN",536561,525507,523844
27057,"Hubbard, MN",591751,618962,716813
27059,"Isanti, MN",1018082,1039363,1064444
27061,"Itasca, MN",1916590,2016296,1966460
27063,"Jackson, MN",637640,647436,670699
27065,"Kanabec, MN",365572,375002,389684
27067,"Kandiyohi, MN",2194903,2198458,2148818
27069,"Kittson, MN",193524,192885,182553
27071,"Koochiching, MN",491067,509256,496098
27073,"Lac qui Parle, MN",237922,227218,239398
27075,"Lake, MN",552100,589576,590652
27077,"Lake of the Woods, MN",177288,184057,183391
27079,"Le Sueur, MN",942359,949794,917293
27081,"Lincoln, MN",289743,287557,348891
27083,"Lyon, MN",1486908,1486864,1498516
27085,"McLeod, MN",1694525,1735395,1710922
27087,"Mahnomen, MN",150121,153906,157697
27089,"Marshall, MN",314662,323071,358568
27091,"Martin, MN",1038359,1073506,1093326
27093,"Meeker, MN",789462,852898,921919
27095,"Mille Lacs, MN",750384,767462,783528
27097,"Morrison, MN",1209463,1208548,1116878
27099,"Mower, MN",1729623,1654673,1681589
27101,"Murray, MN",503460,534136,597978
27103,"Nicollet, MN",1451088,1538443,1485064
27105,"Nobles, MN",1248791,1277755,1238412
27107,"Norman, MN",185326,195621,225905
27109,"Olmsted, MN",10290323,10825771,10960572
27111,"Otter Tail, MN",2221273,2206797,2131442
27113,"Pennington, MN",1326050,1639604,1680957
27115,"Pine, MN",631979,654895,672421
27117,"Pipestone, MN",714960,735814,742531
27119,"Polk, MN",1143669,1181441,1253287
27121,"Pope, MN",504387,516192,513791
27123,"Ramsey, MN",38285009,38905840,38927888
27125,"Red Lake, MN",158004,171214,151867
27127,"Redwood, MN",767510,866556,857109
27129,"Renville, MN",712505,773183,722010
27131,"Rice, MN",2525357,2582377,2553736
27133,"Rock, MN",782301,790972,732101
27135,"Roseau, MN",1345376,1141878,1086327
27137,"St. Louis, MN",9072160,9654833,9794058
27139,"Scott, MN",6152971,6585997,6489380
27141,"Sherburne, MN",3221932,3196194,3159842
27143,"Sibley, MN",436987,423045,422100
27145,"Stearns, MN",8013549,8139481,8157758
27147,"Steele, MN",2124590,2118762,2174736
27149,"Stevens, MN",623633,623857,600482
27151,"Swift, MN",524906,514667,446966
27153,"Todd, MN",795178,817283,836085
27155,"Traverse, MN",200539,201067,183309
27157,"Wabasha, MN",726720,707140,698721
27159,"Wadena, MN",471316,500275,493901
27161,"Waseca, MN",796481,751426,717795
27163,"Washington, MN",10551638,10956583,11259843
27165,"Watonwan, MN",435379,444356,459128
27167,"Wilkin, MN",261889,258078,280480
27169,"Winona, MN",2237088,2250185,2217318
27171,"Wright, MN",4220682,4383031,4496034
27173,"Yellow Medicine, MN",485844,484336,493517
28001,"Adams, MS",879420,882878,872741
28003,"Alcorn, MS",1077617,1122370,1118894
28005,"Amite, MS",227597,233196,223659
28007,"Attala, MS",452894,430462,413264
28009,"Benton, MS",305593,304521,230686
28011,"Bolivar, MS",982705,960041,864424
28013,"Calhoun, MS",244013,248504,249310
28015,"Carroll, MS",102961,107033,98710
28017,"Chickasaw, MS",494364,470444,486362
28019,"Choctaw, MS",672172,711873,659484
28021,"Claiborne, MS",583009,551765,689276
28023,"Clarke, MS",281217,288631,274560
28025,"Clay, MS",507514,489906,498752
28027,"Coahoma, MS",664869,640344,639791
28029,"Copiah, MS",655416,620966,621957
28031,"Covington, MS",596809,606423,555124
28033,"DeSoto, MS",5212889,5265972,5378488
28035,"Forrest, MS",3296816,3262848,3209875
28037,"Franklin, MS",164816,167155,169724
28039,"George, MS",404051,413730,425689
28041,"Greene, MS",146137,148094,139412
28043,"Grenada, MS",799540,833876,826510
28045,"Hancock, MS",1304929,1322027,1385884
28047,"Harrison, MS",7753625,7686685,7826548
28049,"Hinds, MS",11065775,10911248,10892247
28051,"Holmes, MS",254518,257056,243961
28053,"Humphreys, MS",160065,155958,168325
28055,"Issaquena, MS",12955,12097,19842
28057,"Itawamba, MS",524613,524024,513058
28059,"Jackson, MS",7333599,6862087,7145046
28061,"Jasper, MS",580569,589641,558723
28063,"Jefferson, MS",120164,115158,109849
28065,"Jefferson Davis, MS",192795,186669,171890
28067,"Jones, MS",2515193,2486522,2413199
28069,"Kemper, MS",382797,333346,322295
28071,"Lafayette, MS",1844556,1908589,1911482
28073,"Lamar, MS",1538241,1520793,1554407
28075,"Lauderdale, MS",2858407,2902064,3001657
28077,"Lawrence, MS",336270,345335,314077
28079,"Leake, MS",552490,578214,568700
28081,"Lee, MS",4432506,4396040,4500737
28083,"Leflore, MS",1064225,1037817,1060040
28085,"Lincoln, MS",1078381,1075924,1048638
28087,"Lowndes, MS",2598688,2576577,2689273
28089,"Madison, MS",5654798,5697028,5683451
28091,"Marion, MS",764743,825630,800451
28093,"Marshall, MS",566120,593625,624585
28095,"Monroe, MS",926897,916085,846732
28097,"Montgomery, MS",181926,171462,168390
28099,"Neshoba, MS",966773,963165,961264
28101,"Newton, MS",476452,486404,470112
28103,"Noxubee, MS",222070,204365,215682
28105,"Oktibbeha, MS",1556178,1572936,1572994
28107,"Panola, MS",1012474,991323,1010158
28109,"Pearl River, MS",915614,945657,1002782
28111,"Perry, MS",275095,278894,267093
28113,"Pike, MS",1066604,1020841,1015496
28115,"Pontotoc, MS",803647,871924,880658
28117,"Prentiss, MS",529094,533260,531098
28119,"Quitman, MS",86709,91506,87374
28121,"Rankin, MS",6059074,5995994,6017152
28123,"Scott, MS",1104120,1081331,1071336
28125,"Sharkey, MS",89950,84989,87206
28127,"Simpson, MS",605647,611703,582672
28129,"Smith, MS",429089,436375,375623
28131,"Stone, MS",309264,315549,329580
28133,"Sunflower, MS",613738,605308,563419
28135,"Tallahatchie, MS",258536,246676,252415
28137,"Tate, MS",458869,456872,456178
28139,"Tippah, MS",542263,584586,577956
28141,"Tishomingo, MS",438544,476027,512912
28143,"Tunica, MS",536527,484382,471684
28145,"Union, MS",972674,984081,1020219
28147,"Walthall, MS",257371,266738,246986
28149,"Warren, MS",1981184,2034911,2060226
28151,"Washington, MS",1338020,1306322,1255291
28153,"Wayne, MS",661397,679315,634675
28155,"Webster, MS",164881,165720,174220
28157,"Wilkinson, MS",138354,134909,134190
28159,"Winston, MS",490601,495494,483850
28161,"Yalobusha, MS",250378,254874,292500
28163,"Yazoo, MS",704255,717669,695586
29001,"Adair, MO",724917,738526,737525
29003,"Andrew, MO",275628,261399,310653
29005,"Atchison, MO",258267,279877,302486
29007,"Audrain, MO",1007980,890191,846959
29009,"Barry, MO",1468103,1614354,1500459
29011,"Barton, MO",341883,319162,307003
29013,"Bates, MO",416381,393044,424729
29015,"Benton, MO",355977,389750,372269
29017,"Bollinger, MO",191319,188738,181707
29019,"Boone, MO",8333732,8419479,8779082
29021,"Buchanan, MO",4640808,4561897,4615246
29023,"Butler, MO",1341624,1324515,1291293
29025,"Caldwell, MO",192909,221022,195641
29027,"Callaway, MO",1626798,1696514,1677115
29029,"Camden, MO",1366982,1416920,1411312
29031,"Cape Girardeau, MO",3676891,3738910,3692214
29033,"Carroll, MO",341040,289735,343686
29035,"Carter, MO",107988,107887,110034
29037,"Cass, MO",2380206,2428381,2483369
29039,"Cedar, MO",229240,240037,247450
29041,"Chariton, MO",282766,271279,276708
29043,"Christian, MO",1508188,1544766,1621747
29045,"Clark, MO",139005,123750,134550
29047,"Clay, MO",10960900,11056004,11428296
29049,"Clinton, MO",358382,377134,356628
29051,"Cole, MO",4520080,4521304,4857848
29053,"Cooper, MO",419774,421943,406235
29055,"Crawford, MO",607365,633691,613080
29057,"Dade, MO",166796,169148,171732
29059,"Dallas, MO",240550,241573,238940
29061,"Daviess, MO",148244,151273,171701
29063,"DeKalb, MO",300463,291477,297239
29065,"Dent, MO",306342,328043,346832
29067,"Douglas, MO",200364,207343,198365
29069,"Dunklin, MO",605732,637905,686935
29071,"Franklin, MO",4223418,4128703,4231890
29073,"Gasconade, MO",432135,443256,432845
29075,"Gentry, MO",211266,197494,225703
29077,"Greene, MO",14543798,14835232,15402263
29079,"Grundy, MO",357904,345786,328426
29081,"Harrison, MO",219985,220565,229958
29083,"Henry, MO",654623,652055,645737
29085,"Hickory, MO",127541,138356,135172
29087,"Holt, MO",212334,156526,231480
29089,"Howard, MO",206246,197182,209628
29091,"Howell, MO",1080644,1125384,1148568
29093,"Iron, MO",399951,422881,426690
29095,"Jackson, MO",41302082,42209777,43134462
29097,"Jasper, MO",5106617,5110877,5038849
29099,"Jefferson, MO",4741846,4788709,4766570
29101,"Johnson, MO",1684647,1689836,1664977
29103,"Knox, MO",111833,102100,123389
29105,"Laclede, MO",1055718,1092751,1128475
29107,"Lafayette, MO",788894,776955,751965
29109,"Lawrence, MO",834425,920407,825513
29111,"Lewis, MO",201468,226435,216083
29113,"Lincoln, MO",1122984,1114770,1164851
29115,"Linn, MO",383006,393195,380959
29117,"Livingston, MO",527669,527964,534086
29119,"McDonald, MO",692427,732574,692997
29121,"Macon, MO",558304,545732,516095
29123,"Madison, MO",257051,264367,270617
29125,"Maries, MO",159463,172784,164529
29127,"Marion, MO",1035809,1087236,1080989
29129,"Mercer, MO",100910,100277,104194
29131,"Miller, MO",630050,633375,629216
29133,"Mississippi, MO",355235,294263,328206
29135,"Moniteau, MO",360309,386400,400525
29137,"Monroe, MO",209071,174664,177180
29139,"Montgomery, MO",300243,321409,338713
29141,"Morgan, MO",463249,523519,482472
29143,"New Madrid, MO",959769,922015,976781
29145,"Newton, MO",1859040,1985141,1925849
29147,"Nodaway, MO",644942,631987,646988
29149,"Oregon, MO",187142,195374,193629
29151,"Osage, MO",392729,389626,388952
29153,"Ozark, MO",126431,126469,121953
29155,"Pemiscot, MO",417179,380602,394824
29157,"Perry, MO",1001745,1034189,1045299
29159,"Pettis, MO",1577670,1535466,1580227
29161,"Phelps, MO",1407596,1469069,1427548
29163,"Pike, MO",494372,494011,467064
29165,"Platte, MO",6393925,6340283,6469564
29167,"Polk, MO",709482,763395,732208
29169,"Pulaski, MO",2012611,1982872,2067648
29171,"Putnam, MO",115221,118795,121369
29173,"Ralls, MO",383949,394596,520737
29175,"Randolph, MO",1135610,1091462,1110972
29177,"Ray, MO",498170,498775,470928
29179,"Reynolds, MO",229657,240799,241333
29181,"Ripley, MO",204272,207493,197631
29183,"St. Charles, MO",15445076,15628464,15975675
29185,"St. Clair, MO",130838,138271,141651
29186,"Ste. Genevieve, MO",545676,584384,592628
29187,"St. Francois, MO",1549198,1610677,1584545
29189,"St. Louis, MO",71613910,72384575,73216063
29195,"Saline, MO",888267,813981,838856
29197,"Schuyler, MO",94628,97568,88469
29199,"Scotland, MO",138687,118488,135088
29201,"Scott, MO",1499185,1462043,1480889
29203,"Shannon, MO",135084,134958,131193
29205,"Shelby, MO",150606,155600,145616
29207,"Stoddard, MO",925716,860760,960267
29209,"Stone, MO",642252,680822,674453
29211,"Sullivan, MO",317855,363101,469339
29213,"Taney, MO",2183435,2259558,2298222
29215,"Texas, MO",491373,500721,498294
29217,"Vernon, MO",839488,792552,783290
29219,"Warren, MO",740939,783273,809374
29221,"Washington, MO",347716,363481,353496
29223,"Wayne, MO",211593,202955,203305
29225,"Webster, MO",635383,669798,698481
29227,"Worth, MO",52578,54033,59718
29229,"Wright, MO",314783,308240,300443
29510,"St. Louis (Independent City), MO",25729235,26550978,26972663
30001,"Beaverhead, MT",381447,392264,414564
30003,"Big Horn, MT",895019,941609,836632
30005,"Blaine, MT",173457,192792,179601
30007,"Broadwater, MT",165052,174558,179006
30009,"Carbon, MT",358073,360897,356067
30011,"Carter, MT",72793,58423,47247
30013,"Cascade, MT",3426131,3441509,3360305
30015,"Chouteau, MT",202635,264516,265710
30017,"Custer, MT",446815,429086,429174
30019,"Daniels, MT",96392,90270,92786
30021,"Dawson, MT",411371,417585,388339
30023,"Deer Lodge, MT",240894,236964,244118
30025,"Fallon, MT",243964,223722,219722
30027,"Fergus, MT",496256,466263,460431
30029,"Flathead, MT",3736192,3771053,3803189
30031,"Gallatin, MT",5107102,5378344,5681075
30033,"Garfield, MT",39588,43619,36695
30035,"Glacier, MT",361317,447184,454195
30037,"Golden Valley, MT",24903,24843,26100
30039,"Granite, MT",90317,90473,95758
30041,"Hill, MT",664385,730170,707555
30043,"Jefferson, MT",256930,253931,254886
30045,"Judith Basin, MT",109927,117382,109019
30047,"Lake, MT",744973,729540,743490
30049,"Lewis and Clark, MT",3065790,3050981,3181806
30051,"Liberty, MT",98217,205215,238216
30053,"Lincoln, MT",517624,525855,513071
30055,"McCone, MT",94891,98853,91490
30057,"Madison, MT",379971,419474,452720
30059,"Meagher, MT",63528,58790,63779
30061,"Mineral, MT",100332,93519,90725
30063,"Missoula, MT",4892884,4935345,5058473
30065,"Musselshell, MT",272675,283869,280330
30067,"Park, MT",528725,533012,553023
30069,"Petroleum, MT",13277,16552,17467
30071,"Phillips, MT",126039,132121,124813
30073,"Pondera, MT",179412,224214,254349
30075,"Powder River, MT",129748,117108,128802
30077,"Powell, MT",203302,205084,204717
30079,"Prairie, MT",61073,53038,42010
30081,"Ravalli, MT",994219,986334,1028184
30083,"Richland, MT",1012666,946643,971753
30085,"Roosevelt, MT",466365,454497,430092
30087,"Rosebud, MT",864627,783685,822307
30089,"Sanders, MT",325038,308768,312130
30091,"Sheridan, MT",164337,161930,161902
30093,"Silver Bow, MT",1353448,1348660,1373204
30095,"Stillwater, MT",560362,567779,630901
30097,"Sweet Grass, MT",216583,204734,234806
30099,"Teton, MT",222851,254110,253241
30101,"Toole, MT",275834,331345,347247
30103,"Treasure, MT",100232,107458,92761
30105,"Valley, MT",314307,283776,282412
30107,"Wheatland, MT",74839,84714,90823
30109,"Wibaux, MT",51222,43189,46523
30111,"Yellowstone, MT",9234037,9329253,8821423
31001,"Adams, NE",1749228,1763435,1760031
31003,"Antelope, NE",425191,436427,517205
31005,"Arthur, NE",24367,20098,21336
31007,"Banner, NE",51677,48660,47381
31009,"Blaine, NE",42801,39285,36270
31011,"Boone, NE",361265,398862,421853
31013,"Box Butte, NE",592417,591486,571373
31015,"Boyd, NE",125432,134063,126020
31017,"Brown, NE",245363,248068,243081
31019,"Buffalo, NE",2551394,2707541,2792335
31021,"Burt, NE",287655,314809,317430
31023,"Butler, NE",254044,285276,290005
31025,"Cass, NE",672847,696064,743350
31027,"Cedar, NE",367905,406746,374790
31029,"Chase, NE",314475,288687,321241
31031,"Cherry, NE",352721,308375,297528
31033,"Cheyenne, NE",700951,582248,509923
31035,"Clay, NE",289256,295514,311115
31037,"Colfax, NE",617998,663659,665034
31039,"Cuming, NE",1010269,1057595,949094
31041,"Custer, NE",756244,737189,706323
31043,"Dakota, NE",1295039,1345133,1411263
31045,"Dawes, NE",273405,260737,263643
31047,"Dawson, NE",1441706,1479823,1476349
31049,"Deuel, NE",62499,92204,76347
31051,"Dixon, NE",170636,192903,266808
31053,"Dodge, NE",1817951,1910484,1932783
31055,"Douglas, NE",43061322,43577131,44338074
31057,"Dundy, NE",190664,192686,190969
31059,"Fillmore, NE",347998,348448,349192
31061,"Franklin, NE",74453,73973,74903
31063,"Frontier, NE",97006,85919,85717
31065,"Furnas, NE",248724,241779,221628
31067,"Gage, NE",799883,858744,889545
31069,"Garden, NE",78726,80944,76454
31071,"Garfield, NE",80409,76317,83745
31073,"Gosper, NE",91532,95531,89733
31075,"Grant, NE",39098,37413,31606
31077,"Greeley, NE",90664,83796,100445
31079,"Hall, NE",3180530,3197885,3212198
31081,"Hamilton, NE",603932,622743,633458
31083,"Harlan, NE",206269,234220,212834
31085,"Hayes, NE",83050,102133,100373
31087,"Hitchcock, NE",147509,131333,130202
31089,"Holt, NE",652799,630396,635362
31091,"Hooker, NE",34105,40576,33798
31093,"Howard, NE",224481,219519,234212
31095,"Jefferson, NE",414647,402269,398966
31097,"Johnson, NE",162651,167467,165609
31099,"Kearney, NE",351507,338180,338207
31101,"Keith, NE",374539,380743,377237
31103,"Keya Paha, NE",38870,38584,36479
31105,"Kimball, NE",149733,161411,151373
31107,"Knox, NE",431671,420589,445193
31109,"Lancaster, NE",16814940,17178901,17483605
31111,"Lincoln, NE",2304709,2381199,2231277
31113,"Logan, NE",32616,39515,33083
31115,"Loup, NE",51654,50609,45368
31117,"McPherson, NE",33929,26716,26537
31119,"Madison, NE",2149978,2233467,2280178
31121,"Merrick, NE",402882,374878,382422
31123,"Morrill, NE",631285,617449,483373
31125,"Nance, NE",136241,129577,111974
31127,"Nemaha, NE",685390,624864,659361
31129,"Nuckolls, NE",246276,237143,240529
31131,"Otoe, NE",1194877,1265627,1149045
31133,"Pawnee, NE",99792,110733,101978
31135,"Perkins, NE",254573,252657,296171
31137,"Phelps, NE",866662,862595,832277
31139,"Pierce, NE",321706,336431,335916
31141,"Platte, NE",2274561,2362390,2401176
31143,"Polk, NE",331089,316161,283483
31145,"Red Willow, NE",472359,475801,492055
31147,"Richardson, NE",318502,347356,336173
31149,"Rock, NE",97101,99052,94664
31151,"Saline, NE",758629,914136,959787
31153,"Sarpy, NE",7358618,7716168,7951490
31155,"Saunders, NE",662669,710374,712096
31157,"Scotts Bluff, NE",1626563,1630807,1598698
31159,"Seward, NE",710219,760097,703393
31161,"Sheridan, NE",250609,247699,293705
31163,"Sherman, NE",105172,97461,106628
31165,"Sioux, NE",114652,113897,91998
31167,"Stanton, NE",263740,260277,330215
31169,"Thayer, NE",352622,360093,356595
31171,"Thomas, NE",39532,40399,38106
31173,"Thurston, NE",382169,392993,401383
31175,"Valley, NE",250057,260675,268900
31177,"Washington, NE",1051537,1133759,1154435
31179,"Wayne, NE",378352,384512,404290
31181,"Webster, NE",227523,258596,251236
31183,"Wheeler, NE",141012,136683,132591
31185,"York, NE",697086,706208,739948
32001,"Churchill, NV",1033219,1064045,1089140
32003,"Clark, NV",102294995,107952490,112479170
32005,"Douglas, NV",2265430,2372877,2392556
32007,"Elko, NV",2567182,2611385,2658854
32009,"Esmeralda, NV",60345,43905,40443
32011,"Eureka, NV",1735370,1442568,1508698
32013,"Humboldt, NV",1285808,1222121,1310253
32015,"Lander, NV",934987,818976,900608
32017,"Lincoln, NV",142232,141840,151868
32019,"Lyon, NV",1425628,1504454,1554508
32021,"Mineral, NV",182448,188828,205798
32023,"Nye, NV",1652636,1694148,1745117
32027,"Pershing, NV",336256,301651,312960
32029,"Storey, NV",1368647,1587683,1722686
32031,"Washoe, NV",24534585,23774123,24576886
32033,"White Pine, NV",725055,618954,650330
32510,"Carson City (Independent City), NV",3103391,3223875,3384312
33001,"Belknap, NH",2603090,2649173,2605173
33003,"Carroll, NH",2024135,2028833,1997148
33005,"Cheshire, NH",3456089,3440427,3498185
33007,"Coos, NH",1161356,1127859,1130355
33009,"Grafton, NH",5998451,6114443,6232922
33011,"Hillsborough, NH",23943316,24742059,25201608
33013,"Merrimack, NH",8829126,8984361,9078358
33015,"Rockingham, NH",19212443,19551026,20404551
33017,"Strafford, NH",5389611,5450969,5528962
33019,"Sullivan, NH",1493817,1456239,1466502
34001,"Atlantic, NJ",12136010,12127107,12472343
34003,"Bergen, NJ",69008674,70625996,72096353
34005,"Burlington, NJ",25597146,25732157,26177916
34007,"Camden, NJ",22264875,22588362,23035400
34009,"Cape May, NJ",4912656,4932455,4993336
34011,"Cumberland, NJ",5722871,5929351,5877225
34013,"Essex, NJ",48015834,49249129,50444200
34015,"Gloucester, NJ",13231142,14298504,14879439
34017,"Hudson, NJ",40431879,42197908,42872666
34019,"Hunterdon, NJ",7132792,7018369,7115090
34021,"Mercer, NJ",29152059,29922293,33378088
34023,"Middlesex, NJ",55710940,57021150,57406650
34025,"Monmouth, NJ",32071933,33088911,33433421
34027,"Morris, NJ",48297666,49540770,50101633
34029,"Ocean, NJ",19922524,19546553,19992788
34031,"Passaic, NJ",19660015,20206074,20416500
34033,"Salem, NJ",4749135,4641912,4683214
34035,"Somerset, NJ",36340186,37853481,38449526
34037,"Sussex, NJ",4712369,4703001,4681076
34039,"Union, NJ",34128231,35107251,35555291
34041,"Warren, NJ",3857165,3799230,3833292
35001,"Bernalillo, NM",32907937,33583036,34414788
35003,"Catron, NM",79976,83862,76517
35005,"Chaves, NM",1952384,1986724,2014179
35006,"Cibola, NM",586899,575489,568520
35007,"Colfax, NM",435511,427114,433164
35009,"Curry, NM",2877817,2779512,2835595
35011,"De Baca, NM",79526,82442,83763
35013,"Doña Ana, NM",6609265,6738913,6891476
35015,"Eddy, NM",6603294,7043456,8505572
35017,"Grant, NM",1165029,1121451,1107681
35019,"Guadalupe, NM",125713,134093,137334
35021,"Harding, NM",87860,73644,71826
35023,"Hidalgo, NM",175182,188624,197853
35025,"Lea, NM",5488723,6267122,7336810
35027,"Lincoln, NM",562010,584787,585479
35028,"Los Alamos, NM",2068532,2110152,2115114
35029,"Luna, NM",722184,748123,762185
35031,"McKinley, NM",2144647,2240028,2489500
35033,"Mora, NM",90792,103869,101559
35035,"Otero, NM",2437041,2477491,2466641
35037,"Quay, NM",257059,262629,269155
35039,"Rio Arriba, NM",1231712,1208160,1222481
35041,"Roosevelt, NM",646727,640144,663612
35043,"Sandoval, NM",3318583,3322691,3654936
35045,"San Juan, NM",5934303,5582397,5687349
35047,"San Miguel, NM",582216,600292,600609
35049,"Santa Fe, NM",6127165,6251668,6233797
35051,"Sierra, NM",258461,262627,267872
35053,"Socorro, NM",452168,452359,457821
35055,"Taos, NM",885023,911513,904267
35057,"Torrance, NM",347528,370736,372965
35059,"Union, NM",233819,221547,211814
35061,"Valencia, NM",1350932,1449010,1412021
36001,"Albany, NY",28218982,28365207,29185491
36003,"Allegany, NY",1331207,1317021,1400168
36005,"Bronx, NY",34993690,37841726,39295797
36007,"Broome, NY",8231915,8306171,8392724
36009,"Cattaraugus, NY",2695702,2639142,2668599
36011,"Cayuga, NY",2630440,2645587,2697108
36013,"Chautauqua, NY",4475436,4491848,4486713
36015,"Chemung, NY",3443777,3493273,3483421
36017,"Chenango, NY",2179200,2140382,2136795
36019,"Clinton, NY",3503855,3447915,3416812
36021,"Columbia, NY",2231448,2168967,2185540
36023,"Cortland, NY",1712029,1663120,1656553
36025,"Delaware, NY",1883807,1823312,1960475
36027,"Dutchess, NY",12713338,12900475,13171269
36029,"Erie, NY",50406869,51092971,52088534
36031,"Essex, NY",1474094,1491418,1503248
36033,"Franklin, NY",1787590,1774857,1806074
36035,"Fulton, NY",1765787,1738671,1776446
36037,"Genesee, NY",2246775,2366290,2321860
